Title,Date,Views,Likes,ViewsLog,LikesLog,Comments,Category,Duration,VideoID,Extracted,LTV,CTV,Diff,CommentsGroup,DiffGroup
Badad and his real dad in a car drive,2023-08-04T16:59:12Z,2264,33,3.354876422516234,3.354876422516234,0,FilmAnimation,7,dGJ6SmdqR9w,2023-8-07T00:00:00Z,0.014575971731448763,0.0,733,No Comments,> 2 years
How to choose the right type of lavender,2023-08-04T04:51:33Z,6404,97,3.8064513232472623,3.8064513232472623,0,FilmAnimation,19,zJX4KaVFtHM,2023-8-07T00:00:00Z,0.015146783260462211,0.0,733,No Comments,> 2 years
I AM MS TITANIC!(build a boat for treasure),2023-08-03T02:09:17Z,72,4,1.8573324964312685,1.8573324964312685,3,FilmAnimation,1304,wu223-wlK9Q,2023-8-07T00:00:00Z,0.05555555555555555,0.041666666666666664,734,1-10 Comments,> 2 years
A NEW COMMENT!!!! #memes #roblox #funnyvideo #animation,2023-08-02T17:33:32Z,41,0,1.6127838567197355,1.6127838567197355,4,FilmAnimation,42,5SztDdQHojI,2023-8-07T00:00:00Z,0.0,0.0975609756097561,735,1-10 Comments,> 2 years
Never plant anything too close to a fence.  #backyardgardening,2023-08-02T00:06:48Z,2814,67,3.449324093098727,3.449324093098727,1,FilmAnimation,18,pfz3yoROPjw,2023-8-07T00:00:00Z,0.023809523809523808,0.00035536602700781805,735,1-10 Comments,> 2 years
An astronaut who spent 90 days in space trying to eat when he's on earth.#memes #astronaut #space,2023-08-01T16:44:21Z,23,0,1.3617278360175928,1.3617278360175928,0,FilmAnimation,30,lkK0wngML3o,2023-8-07T00:00:00Z,0.0,0.0,736,No Comments,> 2 years
my last braincell in a test: #memes #funnyvideo #roblox #videosengraçados,2023-07-29T16:10:22Z,119,1,2.0755469613925306,2.0755469613925306,1,FilmAnimation,25,JnRXy53lVQ0,2023-8-07T00:00:00Z,0.008403361344537815,0.008403361344537815,739,1-10 Comments,> 2 years
All the old ladies on Facebook are talking about this ant bait.  #gardening #pests #ants,2023-07-26T18:05:16Z,6232,83,3.794627444664508,3.794627444664508,2,FilmAnimation,12,tIqQUL5g-OY,2023-8-07T00:00:00Z,0.013318356867779204,0.00032092426187419767,742,1-10 Comments,> 2 years
👻 Ponurý příbĕh o usmrkaném chlapci 👦💼 Máša a Medvěd😲,2023-07-25T08:00:15Z,457054,567,5.659967514110487,5.659967514110487,0,FilmAnimation,651,eEcOjbu-bo8,2023-8-07T00:00:00Z,0.001240553632612339,0.0,743,No Comments,> 2 years
Clara get in the TARDIS @doctorwho #doctorwho #11thdoctor #whovian #cosplayer #cosplay #tardis,2023-07-22T12:02:56Z,243,2,2.385606273598312,2.385606273598312,0,FilmAnimation,24,h3EyLP8ozC0,2023-8-07T00:00:00Z,0.00823045267489712,0.0,746,No Comments,> 2 years
Sabuwar_Wakar_Aminou Matassa Anniversaire Haouaou,2023-07-20T13:33:45Z,367,15,2.5646660642520893,2.5646660642520893,0,FilmAnimation,39,65MBfNcRkxY,2023-8-07T00:00:00Z,0.04087193460490463,0.0,748,No Comments,> 2 years
Unboxing of the Laowa Ranger Zoom lenses at Tinnu International,2023-07-17T13:13:27Z,477,5,2.678518379040114,2.678518379040114,0,FilmAnimation,56,l2XjSMPvooQ,2023-8-07T00:00:00Z,0.010482180293501049,0.0,751,No Comments,> 2 years
A new cosplay journey begins soon #cosplay #cosplayer #teaser #watchthisspace,2023-07-17T07:50:01Z,20,1,1.3010299956639813,1.3010299956639813,0,FilmAnimation,44,fILuDvogxSM,2023-8-07T00:00:00Z,0.05,0.0,751,No Comments,> 2 years
"Grow chives easily, year round. #herbs #growyourownfood",2023-07-13T21:32:18Z,56647,859,4.753176914765256,4.753176914765256,19,FilmAnimation,26,AUSFnDQPTSY,2023-8-07T00:00:00Z,0.015164086359383551,0.00033541052482920545,755,11-100 Comments,> 2 years
Mermeid Viral.. Pantai ini ada di Indonesia lohh😲 Ada yang mau tau dimana?? Komen yaa✨ #viral #fyp,2023-07-12T01:59:08Z,2149,20,3.3322364154914434,3.3322364154914434,0,FilmAnimation,12,p6gLPiSifLI,2023-8-07T00:00:00Z,0.009306654257794323,0.0,756,No Comments,> 2 years
In a world called Inamorta...,2023-07-10T04:01:59Z,25070,714,4.399154333958217,4.399154333958217,98,FilmAnimation,128,GESuGPSU0nY,2023-8-07T00:00:00Z,0.028480255285201435,0.003909054646988433,758,11-100 Comments,> 2 years
Mini lemon pie,2023-07-08T21:04:57Z,2829,96,3.4516329474569907,3.4516329474569907,0,FilmAnimation,60,j5wEdhO4RIw,2023-8-07T00:00:00Z,0.033934252386002124,0.0,760,No Comments,> 2 years
2 Robots No Goal - Summer Short (4),2023-07-08T19:07:39Z,647,28,2.8109042806687006,2.8109042806687006,3,FilmAnimation,11,99zJc5dyA3o,2023-8-07T00:00:00Z,0.04327666151468315,0.00463678516228748,760,1-10 Comments,> 2 years
Buying The Grimace Shake In 360/VR,2023-07-06T22:07:33Z,16599988,60701,7.220107774092123,7.220107774092123,504,FilmAnimation,50,2Fg2VixO8Q4,2023-8-07T00:00:00Z,0.0036566893903778727,3.0361467731181493e-05,762,101-1000 Comments,> 2 years
And Just Like That | A pull from the Carrie archives. #shorts #viralshorts #shortsfeed,2023-06-28T01:00:19Z,1083307,24275,6.034751549434269,6.034751549434269,885,FilmAnimation,52,rDenSw56Xu4,2023-8-07T00:00:00Z,0.022408237000222465,0.0008169429349205719,770,101-1000 Comments,> 2 years
Deku Meets the NEW Class 1-A Students | My Hero Academia Year 2 Lightning & Thunder Combo Explained,2023-06-27T13:56:28Z,974522,89304,5.988791647836148,5.988791647836148,852,FilmAnimation,56,6RB4XxXrNgI,2023-8-07T00:00:00Z,0.09163877264956563,0.0008742747726577748,771,101-1000 Comments,> 2 years
#MSA the next time you meet a PRINCE… #shorts #MSAshorts,2023-06-27T13:03:04Z,8871458,388135,6.947995000814737,6.947995000814737,3080,FilmAnimation,58,6jbbCpJRdTs,2023-8-07T00:00:00Z,0.04375098208208842,0.00034718081289456594,771,1001+ Comments,> 2 years
"Exploding the British Ship | The Patriot (Mel Gibson, Jason Isaacs)",2023-06-27T00:00:33Z,1120554,26557,6.049432790221312,6.049432790221312,483,FilmAnimation,20,xlodhVbrQ48,2023-8-07T00:00:00Z,0.02369988416444009,0.0004310367907302995,771,101-1000 Comments,> 2 years
How Hans Zimmer Wrote the Interstellar Theme,2023-06-26T20:00:14Z,1375067,62661,6.138323859636379,6.138323859636379,487,FilmAnimation,57,pVjqjHCS29U,2023-8-07T00:00:00Z,0.045569415890280254,0.0003541645607086782,772,101-1000 Comments,> 2 years
