Title,Date,Views,Likes,Comments,Video_ID,Category,LTV,CTL,Diff
"Kiko Pangilinan, naniwala na malaking bagay ang naging “last push” nila para makapasok sa top 12",2025-05-12T17:30:26Z,1829,28,4,oQQz8ovcg_s,NewsPolitics,1.530891197,14.28571429,37
"Kiko Pangilinan, naniwala na malaking bagay ang naging “last push” nila para makapasok sa top 12",2025-05-12T17:30:06Z,1354,23,4,Tl0-KmG4m1o,NewsPolitics,1.698670606,17.39130435,37
EN VIVO 🔴 TELEFE NOTICIAS 24HS DE INFORMACIÓN,2025-05-12T16:29:21Z,2685294,3460,0,bwjx7rN4kr4,NewsPolitics,0.1288499509,0,37
Operation Sindoor ने 100 से ज्यादा ज्यादा आतंकवादी मारे गए,2025-05-12T15:55:45Z,1446,28,2,sTCXhMPCLes,NewsPolitics,1.93637621,7.142857143,37
"#Mathura: व्यापारी से ऑफिस में घुसकर मारपीट, छीने पैसे || वारदात CCTV में कैद",2025-05-12T09:50:25Z,453,4,1,ObVjpbQVpFE,NewsPolitics,0.8830022075,25,37
CHAMADA ● Wow Wow Wubzzy! - #discoverykidsbrasil (Versão A seguir/2009) @acervoadrielalves4796,2025-05-12T21:52:16Z,0,3,0,sfjDPVYIH-Y,NonprofitsActivism,#DIV/0!,0,37
This Jungle Cave Tour Was Nothing Like We Expected… - Semuc Champey Guatemala,2025-05-12T23:23:57Z,107,17,6,nsShZ6q3Bqk,PetsAnimals,15.88785047,35.29411765,37
"May 12, 2025",2025-05-12T22:34:57Z,16,1,0,FJYiYCZQblo,PetsAnimals,6.25,0,37
Teaching these kids nowadays is its own challenge,2025-05-12T20:00:25Z,1465,16,0,pdDOb7btbjc,PetsAnimals,1.092150171,0,37
【日本大阪滑雪攻略❤️】大阪四月居然可以滑雪 ?!😎 新手滑雪注意事項?｜遇到火車事故?!｜滑雪不能做的事...｜奧伊吹滑雪場😍｜日本 Japan 大阪Osaka,2025-05-12T17:47:47Z,1079,23,2,b1PM_NTvXsY,PetsAnimals,2.131603336,8.695652174,37
#devbhoomi #devbhumi #devbumidwarka #dwarkadhishstatus #dwarikadham #dwarka #dwarkatemple #dwarkamor,2025-05-12T16:06:48Z,91,5,0,9q_bEWQwTdw,PetsAnimals,5.494505495,0,37
Cute 😍 Children 🚸 ❤️🐦🕊️✌️🤗💯 #children #cute #cutebaby #dog #home #rain #shorts #nature #love #2025,2025-05-12T15:03:50Z,1283,8,N/A,p1TM-pkoA0A,PetsAnimals,0.6235385814,#VALUE!,37
"O BOLO MAIS MACIO, FOFINHO E AROMÁTICO – FEITO TUDO À MÃO! BOLO PIQUENIQUE DE MAÇÃ – Dika da Naka",2025-05-12T15:01:25Z,42491,2247,153,l_cKlXesS5I,PetsAnimals,5.288178673,6.809078772,37
Canopy Hotel Pool Tour,2025-05-12T14:44:46Z,7,1,0,ksAdZb6oFx0,PetsAnimals,14.28571429,0,37
Santa Elena Canyon (Big Bend National Park),2025-05-12T13:01:46Z,59,1,N/A,xd7izNOnW5M,PetsAnimals,1.694915254,#VALUE!,37
Is ELLA Sri Lanka Overrated in 2025? Travel guide & Itinerary,2025-05-12T07:57:37Z,4059,171,35,7IQ5vnoB8Lk,PetsAnimals,4.21286031,20.46783626,37
शुभ दोपहर दोस्तों❤️ Good Afternoon 💎 #nature #goodafternoon #stone #river #sky #tree #sand #shorts,2025-05-12T06:45:01Z,1290,17,0,ICgGVPLLn6A,PetsAnimals,1.317829457,0,37
사촌오빠 결혼식💍 참석 브이로그👏🏻,2025-05-12T06:33:26Z,203,5,1,K3vdf_rL_XI,PetsAnimals,2.463054187,20,37
Show time dance romantic mood😍nega soneganu tha etha video post panra🤗#madhandivya #dancer #love,2025-05-12T06:07:22Z,1353828,29834,133,eoUFxpe2AKE,PetsAnimals,2.203677277,0.4458000939,37
"May 11, 2025",2025-05-12T02:12:42Z,15,1,1,tStZaK8WnwY,PetsAnimals,6.666666667,100,37
"May 11, 2025",2025-05-12T02:03:40Z,17,0,N/A,W_cgaZ5hQXg,PetsAnimals,0,#VALUE!,37
Cómo crear una USB Multiboot con varios SISTEMAS OPERATIVOS listos para INSTALAR,2025-05-12T22:00:34Z,34,2,1,PEZDZHyyG7c,ScienceTech,5.882352941,50,37
"📍Idukki Kerala,📍 Munnar Kerala, 📍Vagamon Kerala 🌴🌴",2025-05-12T15:52:27Z,1531,21,2,jBzG57dfLw0,ScienceTech,1.371652515,9.523809524,37
Amazing Thai mango tree With Coca cola | Thai mango tree​production process mango tree grafting,2025-05-12T14:56:33Z,8,0,0,rn__SGTB9uQ,ScienceTech,0,#DIV/0!,37
#mehandi dijain#viralvideo arham noor #highlights,2025-05-12T13:19:30Z,35,3,N/A,IPIbM3QXWNc,ScienceTech,8.571428571,#VALUE!,37
Samsung | Spektakularni savjeti | Galaxy S25 Ultra: Gemini Live – Zaglavljeni patentni zatvarač,2025-05-12T12:18:32Z,1645,19,1,WyQ00Vs_TKM,ScienceTech,1.155015198,5.263157895,37
How to enable Emergency Location Service on Samsung Mobile? #shortsfeed #trending #samsungmobile,2025-05-12T11:46:57Z,490,4,0,t-HS8UTdZXI,ScienceTech,0.8163265306,0,37
"🎬 Luigi Di Capua: The Pills, al cinema con Holy Shoes e l’inizio punk | Il Caffettino Podcast ☕",2025-05-12T10:49:27Z,0,1,0,tNWRjxnWluE,ScienceTech,#DIV/0!,0,37
Weight Loss Drugs Can Cure Some Cancers,2025-05-12T09:54:57Z,1,0,0,POCF7MHU6wU,ScienceTech,0,#DIV/0!,37
This Jungle Cave Tour Was Nothing Like We Expected… - Semuc Champey Guatemala,2025-05-12T23:23:57Z,107,17,6,nsShZ6q3Bqk,TravelEvents,15.88785047,35.29411765,37
"May 12, 2025",2025-05-12T22:34:57Z,16,1,0,FJYiYCZQblo,TravelEvents,6.25,0,37
Teaching these kids nowadays is its own challenge,2025-05-12T20:00:25Z,1465,16,0,pdDOb7btbjc,TravelEvents,1.092150171,0,37
【日本大阪滑雪攻略❤️】大阪四月居然可以滑雪 ?!😎 新手滑雪注意事項?｜遇到火車事故?!｜滑雪不能做的事...｜奧伊吹滑雪場😍｜日本 Japan 大阪Osaka,2025-05-12T17:47:47Z,1079,23,2,b1PM_NTvXsY,TravelEvents,2.131603336,8.695652174,37
#devbhoomi #devbhumi #devbumidwarka #dwarkadhishstatus #dwarikadham #dwarka #dwarkatemple #dwarkamor,2025-05-12T16:06:48Z,91,5,0,9q_bEWQwTdw,TravelEvents,5.494505495,0,37
Cute 😍 Children 🚸 ❤️🐦🕊️✌️🤗💯 #children #cute #cutebaby #dog #home #rain #shorts #nature #love #2025,2025-05-12T15:03:50Z,1283,8,N/A,p1TM-pkoA0A,TravelEvents,0.6235385814,#VALUE!,37
"O BOLO MAIS MACIO, FOFINHO E AROMÁTICO – FEITO TUDO À MÃO! BOLO PIQUENIQUE DE MAÇÃ – Dika da Naka",2025-05-12T15:01:25Z,42491,2247,153,l_cKlXesS5I,TravelEvents,5.288178673,6.809078772,37
Canopy Hotel Pool Tour,2025-05-12T14:44:46Z,7,1,0,ksAdZb6oFx0,TravelEvents,14.28571429,0,37
Santa Elena Canyon (Big Bend National Park),2025-05-12T13:01:46Z,59,1,N/A,xd7izNOnW5M,TravelEvents,1.694915254,#VALUE!,37
Is ELLA Sri Lanka Overrated in 2025? Travel guide & Itinerary,2025-05-12T07:57:37Z,4059,171,35,7IQ5vnoB8Lk,TravelEvents,4.21286031,20.46783626,37
शुभ दोपहर दोस्तों❤️ Good Afternoon 💎 #nature #goodafternoon #stone #river #sky #tree #sand #shorts,2025-05-12T06:45:01Z,1290,17,0,ICgGVPLLn6A,TravelEvents,1.317829457,0,37
사촌오빠 결혼식💍 참석 브이로그👏🏻,2025-05-12T06:33:26Z,203,5,1,K3vdf_rL_XI,TravelEvents,2.463054187,20,37
Show time dance romantic mood😍nega soneganu tha etha video post panra🤗#madhandivya #dancer #love,2025-05-12T06:07:22Z,1353828,29834,133,eoUFxpe2AKE,TravelEvents,2.203677277,0.4458000939,37
"May 11, 2025",2025-05-12T02:12:42Z,15,1,1,tStZaK8WnwY,TravelEvents,6.666666667,100,37
"May 11, 2025",2025-05-12T02:03:40Z,17,0,N/A,W_cgaZ5hQXg,TravelEvents,0,#VALUE!,37
NAPOLI-GENOA 2-2 | HIGHLIGHTS | Vasquez Breaks Napoli Hearts | Serie A 2024/25,2025-05-11T21:34:35Z,657245,10031,498,kqdU0k4U-OA,Sports,1.526219294,4.96460971,38
🚨😱THE 49ERS JUST PULLED OFF A GAME-CHANGING MOVE THAT WILL BE REMEMBERED!,2025-05-11T21:09:01Z,286,7,0,VByvCTyckps,Sports,2.447552448,0,38
Glenn Robinson and Ray Allen tell a Michael Jordan REVENGE story! 🔥 #shorts #michaeljordan,2025-05-11T19:39:39Z,160390,8132,150,4r3J-VqVatQ,Sports,5.07014153,1.844564683,38
TORINO-INTER 0-2 | HIGHLIGHTS | Inter Keep the Scudetto Race Alive | Serie A 2024/25,2025-05-11T19:09:30Z,684448,10024,337,8244wZsV66Y,Sports,1.464537847,3.361931365,38
⏱️ MINUTO A MINUTO | FC Barcelona vs Real Madrid | El Clásico,2025-05-11T16:35:28Z,2289888,12525,193,mYNLY_-x3U4,Sports,0.5469699828,1.540918164,38
"If you will be going to college as a STEM major, this is what you must know and do to succeed!",2025-05-11T22:05:32Z,179,9,6,vTprtnslH9o,Education,5.027932961,66.66666667,38
Repairing The Worlds Most Broken iPhone! Can I Make A Profit?,2025-05-11T08:09:05Z,39428,1376,217,Q3ZK-FQ-MB0,Education,3.489905651,15.77034884,38
Make a Special Gift for Mom! 💖 DIY Mother’s Day Scrapbook,2025-05-11T07:00:46Z,3383583,25713,0,rhBo0WcSnrA,Education,0.7599340699,0,38
A MARIANA ESCONDEU ISSO... O CRIA É DA QUEBRADA 😱😱😱,2025-05-11T21:00:11Z,808641,17633,1211,GrJu3sV98QA,Entertainment,2.180572096,6.867804684,38
Tony Statovci is a GOD TIER COMEDIAN!,2025-05-11T18:46:25Z,185947,9535,244,3dBJ0r0UyJE,Entertainment,5.127805235,2.558993183,38
VIENE LA PROFESORA DE MIS HERMANOS A CASA…*es guapisima!,2025-05-11T18:40:00Z,677535,13764,1312,FJaz03ZFa9Y,Entertainment,2.031481768,9.532112758,38
A Noiva de Istambul Episódio 160 (Dublagem em Português),2025-05-11T18:00:39Z,127739,3725,396,ghhHna3rCGs,Entertainment,2.916102365,10.63087248,38
TRANSFORMERS: THE STORY of MEGATRON Part 2,2025-05-11T15:22:00Z,1156,97,56,ASjv_lqe5Ac,Entertainment,8.39100346,57.73195876,38
A Cryptid Attacked an FBI Strike Team at a Secret High-Risk Facility,2025-05-11T12:15:12Z,1553,34,1,oZN8UNLuw3k,Entertainment,2.189311011,2.941176471,38
[ASMR] Opening a Cozy Coffee Shop ☕🐰 | 따뜻한 카페 스티커 꾸미기,2025-05-11T12:00:14Z,356,14,4,98X2N3LcwYw,Entertainment,3.93258427,28.57142857,38
Rabbit wishes someone a happy birthday today,2025-05-11T11:38:57Z,8,1,0,jDpFxjhHM4Q,Entertainment,12.5,0,38
Humilló a su hija embarazada y la vida se la cobró caro - Rosario del Cisne,2025-05-11T02:36:13Z,458629,2153,105,ZcJyGTCwl-A,Entertainment,0.4694426214,4.876915931,38
"🔴LIVE ISRAEL VS IRAN | SAMAA TV | Latest News, Breaking News & Headlines | Live Updates|",2025-05-11T21:38:51Z,4738323,10190,0,fB6Z4q01uFU,NewsPolitics,0.2150549889,0,38
"Immigration broke Europe, can we fix it?",2025-05-11T16:01:02Z,110424,6936,2980,eTsr2bBKg_M,NewsPolitics,6.281243208,42.96424452,38
"Mother's Day पर छलके माँ के आंसू, कहा ऐसे बेटों पर लानत",2025-05-11T13:41:51Z,3754,40,1,tmxodQhpmRA,NewsPolitics,1.065530101,2.5,38
"Operasi Sikat Intan di Kalsel: 135 Pelaku Premanisme Diamankan, Narkoba Mendominasi",2025-05-11T05:00:57Z,28,2,0,w7iIpexik2w,NewsPolitics,7.142857143,0,38
După Ce Fetița Lui A Murit S-a Întors La Dumnezeu-Mărturie Frate Din SUA | Oancea Stancu 2025 |,2025-05-11T23:52:05Z,0,6,0,oNB6V29pzo0,NonprofitsActivism,#DIV/0!,0,38
मैं हसीना लाजमी ना#dance #trending #song #trendingshorts #funny,2025-05-11T10:40:00Z,1271,5,0,URZ5gcEF4oA,NonprofitsActivism,0.3933910307,0,38
Main To Mar Ja Garmi mein#trending #dance #song #playbacksinger,2025-05-11T00:25:00Z,1589,7,0,QgIyPgV2urY,NonprofitsActivism,0.4405286344,0,38
Top of The Rock: cómo subir al Mirador Rockefeller Center de Nueva York en 2025 🌆,2025-05-11T17:00:06Z,375,16,10,9R3n8ZIA1Ss,PetsAnimals,4.266666667,62.5,38
Falcon fury at Busch Gardens is nightmare fuel #buschgardenstampa ￼,2025-05-11T16:24:25Z,19,6,1,jX7HTb4gxCA,PetsAnimals,31.57894737,16.66666667,38
Rich vs. Poor in Pakistan’s Fastest Growing City (Lahore),2025-05-11T14:14:08Z,96643,1930,819,-ds08kU37HU,PetsAnimals,1.997040655,42.43523316,38
Best Things to Do in Hanoi for an Unforgettable Trip | Explore Like a Local,2025-05-11T12:45:22Z,733,12,2,U0ZpTwtWxTE,PetsAnimals,1.637107776,16.66666667,38
शुभ संध्या दोस्तों | Good Evening ❤️🌆 #jaishrikrishna #nature #nexgendigiverse #radheshyam #shorts,2025-05-11T12:16:16Z,1270,41,0,nakjpGjd_So,PetsAnimals,3.228346457,0,38
ASCOLI 2025 Filippo Maria Ferro Coscienza Digitale,2025-05-11T18:05:34Z,0,0,0,WQtOfrKupXI,ScienceTech,#DIV/0!,#DIV/0!,38
INSTA360 ACE | ¿Por qué NADIE habla de esta cámara de acción?,2025-05-11T17:00:59Z,523,25,7,hqur2dssA9Q,ScienceTech,4.780114723,28,38
"🇦🇪 Dubai, 🇦🇪 Sharjah",2025-05-11T16:27:51Z,6,0,0,FyMQXXysYeY,ScienceTech,0,#DIV/0!,38
Arch Linux Tweak Tool - Import Package List for System Cloning,2025-05-11T12:35:46Z,0,0,0,kne2CtNTq0Y,ScienceTech,#DIV/0!,#DIV/0!,38
Arch Linux Tweak Tool - Export Package List for System Audit or Cloning,2025-05-11T12:22:37Z,0,0,0,nHqVchj22eM,ScienceTech,#DIV/0!,#DIV/0!,38
"📍Munnar, Vagamon, Idukki, 🌿🌿🌿🍃🍃🚜",2025-05-11T07:49:55Z,13,0,0,TMMpF4IUKls,ScienceTech,0,#DIV/0!,38
new# silai# machine# video$ telling# #viral#funny video #funny #comedy #comedy #dancemusic,2025-05-11T07:29:40Z,1427,10,0,zmzUf1aeR7w,ScienceTech,0.7007708479,0,38
How to Test Speaker of Android mobile? #shortsfeed #trending #speakertest #shorts,2025-05-11T06:47:20Z,2402,11,0,HW9ipoJ_7WM,ScienceTech,0.4579517069,0,38
Top of The Rock: cómo subir al Mirador Rockefeller Center de Nueva York en 2025 🌆,2025-05-11T17:00:06Z,375,16,10,9R3n8ZIA1Ss,TravelEvents,4.266666667,62.5,38
Falcon fury at Busch Gardens is nightmare fuel #buschgardenstampa ￼,2025-05-11T16:24:25Z,19,6,1,jX7HTb4gxCA,TravelEvents,31.57894737,16.66666667,38
Rich vs. Poor in Pakistan’s Fastest Growing City (Lahore),2025-05-11T14:14:08Z,96643,1930,819,-ds08kU37HU,TravelEvents,1.997040655,42.43523316,38
Best Things to Do in Hanoi for an Unforgettable Trip | Explore Like a Local,2025-05-11T12:45:22Z,733,12,2,U0ZpTwtWxTE,TravelEvents,1.637107776,16.66666667,38
शुभ संध्या दोस्तों | Good Evening ❤️🌆 #jaishrikrishna #nature #nexgendigiverse #radheshyam #shorts,2025-05-11T12:16:16Z,1270,41,0,nakjpGjd_So,TravelEvents,3.228346457,0,38
Cedric Maxwell tells a story of trash talking Bernard King and it BACKFIRED! 😂 #shorts,2025-05-10T22:27:29Z,182219,9328,266,q2j-bLTpJ6o,Sports,5.119114911,2.851629503,39
How Tuff Hedeman Became a PBR ICON Bulls Couldn’t Break,2025-05-10T22:12:06Z,3539,42,7,qoSJ7-N1CsQ,Sports,1.186775925,16.66666667,39
🚨😱THE 49ERS JUST DROPPED A MOVE THAT WILL GO DOWN IN HISTORY!,2025-05-10T19:22:00Z,330,2,0,H6R4hKzC8yI,Sports,0.6060606061,0,39
LAZIO-JUVENTUS 1-1 | HIGHLIGHTS | Late Vecino Equaliser Breaks Juve Hearts | Serie A 2024/25,2025-05-10T18:52:37Z,517315,7374,478,NIlbDUBiHEg,Sports,1.425437113,6.482234879,39
COMO-CAGLIARI 3-1 | HIGHLIGHTS | Como Take Sixth Consecutive Win! | Serie A 2024/25,2025-05-10T15:49:12Z,285568,5101,267,ajyiUlHhw_s,Sports,1.786264567,5.234267791,39
Highlights | Bangladesh A vs New Zealand A 2025 | 3rd OD | Cricket | T Sports,2025-05-10T12:06:59Z,509856,6354,289,8E9W_lWSbcw,Sports,1.246234231,4.548316021,39
LIVE | Bangladesh A vs New Zealand A 2025 | 3rd OD | Cricket | T Sports,2025-05-10T11:18:55Z,3234274,27377,64,7f8Hd859X0Y,Sports,0.84646508,0.233772875,39
MILAN-BOLOGNA 3-1 | HIGHLIGHTS | 36ª GIORNATA | SERIE A ENILIVE 2024/25,2025-05-10T00:44:06Z,92767,1512,63,ha8R_idrpnI,Sports,1.629889939,4.166666667,39
A Cinema Can Come To You Now,2025-05-10T07:37:07Z,45,1,1,gJ-IpJTKuwM,AutosVehicles,2.222222222,100,39
How to Become A Full Time Trader! Puerto Rico Mentorship,2025-05-10T20:50:41Z,0,9,1,hYbepYQnWN8,Education,#DIV/0!,11.11111111,39
DIBUJA a CRONOS en 1 MINUTO ✍️,2025-05-10T17:00:26Z,315204,15498,108,PdHGPh_wz2g,Education,4.916815776,0.6968641115,39
✅ How to Attach a Light for Surf Casting Long Distance Casting?,2025-05-10T12:47:30Z,6071,39,0,v9Wk5YzH05M,Education,0.6423982869,0,39
ABC Song Phonics for Toddlers | Learn Alphabet sounds A to Z | ABC Song + More Kids Learning videos,2025-05-10T09:46:51Z,7267220,10329,0,n8-aM3D3ul0,Education,0.142131379,0,39
El Secreto del Centurión que Perforó a Jesús,2025-05-10T06:13:39Z,772,31,4,SRoRsc7Bw2c,Education,4.015544041,12.90322581,39
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️ #shorts #quran,2025-05-10T05:32:01Z,453,14,0,fXejcf-prkw,Education,3.090507726,0,39
5 Must-Check Things Before Buying a Used iPhone (Avoid Wasting Money!),2025-05-10T04:49:53Z,138,0,0,5YM1wmuR50E,Education,0,#DIV/0!,39
EL MEJOR BUNKER DE PERROS GANA !!,2025-05-10T15:57:28Z,18251164,556830,10024,cQxxNhNVHyc,Entertainment,3.050928697,1.800190363,39
"Every Time I Win, the Cheerleader Gets Older",2025-05-10T14:36:15Z,5709418,33297,1851,5mb_LF6y5ek,Entertainment,0.5831942941,5.559059375,39
"Every Time I Win, the Gymnast Gets Smaller",2025-05-10T13:00:02Z,3398416,6232,1249,1TonNaDaIaU,Entertainment,0.1833795509,20.04172015,39
"AVANCE SEMANAL A-Mar, Capítulo 66 67",2025-05-10T12:29:40Z,7832,77,2,LvKJXllyu3A,Entertainment,0.9831460674,2.597402597,39
From Garbage to Family A Cat’s True Rescue Story #catrescue #catstory #aicat,2025-05-10T11:23:29Z,1634,16,0,ixGWpmwVyhQ,Entertainment,0.9791921665,0,39
Did Harper Just Find A REAL MUMMY At The PYRAMIDS?! 🏺😱,2025-05-10T05:00:01Z,20805976,143310,0,a-ptwaO3yZQ,Entertainment,0.6887924892,0,39
Illariywan Yachariy: ¡Es oficial! Liberan retiro del 100% de la CTS hasta el 2026,2025-05-10T19:11:08Z,19,1,0,l8qb78EaQ_c,NewsPolitics,5.263157895,0,39
Illariywan Yachariy: ¡Es oficial! Liberan retiro del 100% de la CTS hasta el 2026,2025-05-10T13:27:29Z,61,2,2,vwvavjgxTu4,NewsPolitics,3.278688525,100,39
"ГОСЗАКАЗ 2025: О недостоверной информации в заявках. Леонтьева Татьяна, Независимый эксперт",2025-05-10T11:27:11Z,0,0,0,6WjWD4t9h8c,NewsPolitics,#DIV/0!,#DIV/0!,39
"Kelelahan Bekerja di Atas Tower, Satu Orang Dievakuasi",2025-05-10T07:30:13Z,31,1,0,SoGoK0_D0RU,NewsPolitics,3.225806452,0,39
Novas revelações sobre o acidente na Linha 5-Lilás do Metrô de SP são surreais,2025-05-10T01:35:07Z,12628,1637,227,jrkAmsVQ3-A,NewsPolitics,12.96325626,13.86682957,39
POWER OF DECISION PART A,2025-05-10T20:51:26Z,0,0,0,VvEJUeXiv3M,NonprofitsActivism,#DIV/0!,#DIV/0!,39
💢 ESTRATÉGIA SOBERANA DE 5 SEGUNDOS COM 97% DE ASSERTIVIDADE ESPANCANDO A CORRETORA,2025-05-10T20:18:11Z,273,143,4,fylzg0KMq5Y,NonprofitsActivism,52.38095238,2.797202797,39
पाकिस्तान हैप्पीदिवाली#trending #song #dance #pakistan #indian,2025-05-10T04:06:00Z,1468,5,0,weVHvpgo6Lg,NonprofitsActivism,0.340599455,0,39
सारे लड़कों की कर दो शादी##dance #trending #song #bhojpurisong #funny,2025-05-10T01:25:00Z,1757,6,0,mNx4i17WXNo,NonprofitsActivism,0.3414911781,0,39
VOCÊ CONHECE esse lado de SINTRA?(Rota Portugal Genuíno Ep.1),2025-05-10T16:00:25Z,208,15,3,Jts6bAgG9t4,PetsAnimals,7.211538462,20,39
update email address instagram problem 2025 | instagram update your email address #shorts #short,2025-05-10T15:27:50Z,4538,43,7,5fMHWk-dEEc,ScienceTech,0.9475539885,16.27906977,39
RingConn Gen 2 Air Review | An even better value than the original Gen 2?,2025-05-10T15:00:44Z,2524,136,4,OmyrasfroFM,ScienceTech,5.388272583,2.941176471,39
1000 subscribe complete 💯✅✅,2025-05-10T08:35:08Z,46,0,0,omiq3QYRRo8,ScienceTech,0,#DIV/0!,39
How to Test Android mobile Touch Screen? #shortsfeed #trending #ytshorts #touchtest,2025-05-10T04:40:08Z,2705,14,0,6w89q1YLPfo,ScienceTech,0.5175600739,0,39
VOCÊ CONHECE esse lado de SINTRA?(Rota Portugal Genuíno Ep.1),2025-05-10T16:00:25Z,208,15,3,Jts6bAgG9t4,TravelEvents,7.211538462,20,39
POV I just woke up in a new princess Bugatti ￼￼,2025-05-09T23:28:25Z,59,3,N/A,epKfc1F8CEk,Sports,5.084745763,#VALUE!,40
🚨 EVERYTHING CHANGES NOW: THE 49ERS JUST DROPPED A EARTH-SHATTERING UPDATE!,2025-05-09T22:22:01Z,1040,14,3,kNFYp_jFbe0,Sports,1.346153846,21.42857143,40
Bernard King tells a story about ALMOST SIGNING with Larry Bird and the Celtics! 🔥 #shorts,2025-05-09T19:20:16Z,575314,17368,501,hHocuySmCKI,Sports,3.018873172,2.884615385,40
Stephen A. takes NO ISSUE with LeBron’s Luka duo comments 🗣️ ‘He’s 100% correct!’ | First Take,2025-05-09T16:19:37Z,441571,3598,1830,qPNtXoruXR8,Sports,0.8148180021,50.86158977,40
This is how nowadays football stars would look if they played in the 80s! #fifaworldcup,2025-05-09T11:44:57Z,18439,220,6,PMiv2OFcxRw,Sports,1.193123271,2.727272727,40
Mark Price tells a story about how he developed his SHOOTING! 🔥 #shorts,2025-05-09T01:13:34Z,18874,1070,77,TVp96z6o2FA,Sports,5.669174526,7.196261682,40
We Bought a BUGATTI For Our Baby!,2025-05-09T19:52:19Z,549246,11614,496,f9ab-m-Nhkw,AutosVehicles,2.114535199,4.270707766,40
We Shot a Porsche Commercial… on the Runway at LAX,2025-05-09T18:00:34Z,796,28,4,WeHRkAcXxVs,AutosVehicles,3.51758794,14.28571429,40
Why Mercedes Maybach SL is a road prince,2025-05-09T13:30:19Z,82,1,0,w4F8of54jEY,AutosVehicles,1.219512195,0,40
The Monstrous BMW Nobody Talks About - BMW K1300R Review,2025-05-09T06:00:31Z,37991,1108,137,WfurZdv8cTc,AutosVehicles,2.916480219,12.36462094,40
Try-a-Job Day | Jobs and Career Pretend Play | Kids Cartoon | Sheriff Labrador,2025-05-09T11:15:16Z,1710888,3645,0,-b9SH-VErIA,Education,0.2130472597,0,40
​@OfficialPeterRabbit - 💕 A Mom's Love on Mother's Day 💕 | Compilation | Cartoons for Kids,2025-05-09T11:01:41Z,74528,211,0,wbaQvUj5fQc,Education,0.2831150708,0,40
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️ #shorts #quran,2025-05-09T04:25:19Z,10751,720,6,Axs0jvpYlo4,Education,6.697051437,0.8333333333,40
Helicopter Rescues a Cow from Mud! | গরু বাঁচাতে এল হেলিকপ্টার | Real Life Cow Rescue Story,2025-05-09T02:24:16Z,27411,822,2,PL0YGD7UcTI,Education,2.998796104,0.2433090024,40
"faça para seus #filhos  muito #nutritivo , make a healthy snack for your kid #eggs ,#broccoli ...",2025-05-09T20:55:04Z,409,16,4,JXD8982sq4U,Entertainment,3.91198044,25,40
MI HERMANO DEFIENDE  A MI HERMANA EN EL COLEGIO…*es un heroe!*,2025-05-09T18:40:00Z,819856,16816,2248,Ycjsl-5pd2A,Entertainment,2.051091899,13.36822074,40
"Ang serbisyo ng gobyerno, hindi lang dapat sa mahihirap. Anong say mo?",2025-05-09T13:53:44Z,939,12,2,lUm5bL8Nbr4,NewsPolitics,1.277955272,16.66666667,40
"Kannada popular actress Ashika Ranganath, inaugurated the store @ashikaranganath5",2025-05-09T12:32:41Z,78,2,0,KqaZV6WIPqA,NewsPolitics,2.564102564,0,40
शराराशरारा#trending #song #bhojpuri #dance #bhojpurisong #hindisong,2025-05-09T13:20:01Z,158,1,0,Y1FPegCwkiE,NonprofitsActivism,0.6329113924,0,40
Ek Chummatum humko#trending #dance #song #playbacksinger,2025-05-09T06:20:01Z,1342,11,0,jsD7M7RZZPg,NonprofitsActivism,0.8196721311,0,40
راي هبال 💊 (ندي هادي ولا هادي ماماما ❤) Rai Mix 2023💥#subscribe,2025-05-09T20:57:23Z,198369,953,4,iQN-iuLRzbE,ScienceTech,0.4804178072,0.4197271773,40
🚨 49ERS MOVE REVEALS A PLAN NO ONE COULD’VE PREDICTED! SAN FRANCISCO 49ERS NEWS TODAY 08.05.2025,2025-05-08T17:03:00Z,319,7,1,OyM0qzn7YzM,Sports,2.194357367,14.28571429,41
STEPHEN A.'S NEW YORK KNICKS PRAYERS WERE ANSWERED! 🙏 'WE HAVE BEEN STARVING!' | First Take,2025-05-08T14:49:15Z,952481,12738,2756,_Nf0f78EXDw,Sports,1.337349511,21.63604962,41
🚨 THE 49ERS JUST MADE A STUNNING ANNOUNCEMENT THAT HAS RIVALS COMPLETELY SHAKEN!,2025-05-08T00:23:01Z,380,7,1,xDkfa9byNJ4,Sports,1.842105263,14.28571429,41
Went to the Girlfriend's Workplace After a Fight,2025-05-08T22:50:29Z,2668049,96936,870,jh8uqxgXbhA,Education,3.633216631,0.897499381,41
🔥 LEARN ITALIAN with a Magical Story: Il Sussurro del Fuoco (A1-A2),2025-05-08T22:00:06Z,47,8,1,p7CY6qulw4M,Education,17.0212766,12.5,41
تلاوة تثلج الصدور للقارئ عمر بن ضياء الدين 🤍 | Surah An-Nisa - سورة النساء,2025-05-08T19:59:34Z,42187,653,50,Z5mloR7VGu4,Education,1.547870197,7.656967841,41
Beach Day | Fun Day at the Beach | Summer Song | Kids Songs & Nursery Rhymes | LiaChaCha,2025-05-08T08:00:13Z,2058836,3559,0,DTK_HP4mEoc,Education,0.1728646672,0,41
